ADDR_NUM,ADDR_DIR,ADDR_NAME,TRACT,BLOCK,CIRCUMFERENCE,SPECIES,DIAMETER,GRF,AGE,NOTE,
5202,N,KENMORE,307,,60,NORWAY MAPLE,19.1,4.5,86,
5218,N,KENMORE,307,,73,HONEY LOCUST,23.2,3,70,
5220,N,KENMORE,307,,71,HONEY LOCUST,22.6,3,68,
5229,N,KENMORE,307,,66,NORWAY MAPLE,21.0,4.5,95,
5240,N,KENMORE,307,,80,HONEY LOCUST,25.5,3,77,
5312,N,KENMORE,307,,62,HONEY LOCUST,19.7,3,59,
5312,N,KENMORE,307,,77,SILVER MAPLE,24.5,3,74,
5330,N,KENMORE,307,,65,HONEY LOCUST,20.7,3,62,
5330,N,KENMORE,307,,65,HONEY LOCUST,20.7,3,62,
5340,N,KENMORE,307,,75,HONEY LOCUST,23.9,3,72,
5350,N,KENMORE,307,,82,HONEY LOCUST,26.1,3,78,
5351,N,KENMORE,307,,75,HONEY LOCUST,23.9,3,72,
5354,N,KENMORE,307,,92,HONEY LOCUST,29.3,3,88,
5357,N,KENMORE,307,,75,HONEY LOCUST,23.9,3,72,
5401,N,KENMORE,307,,63,HONEY LOCUST,20.1,3,60,
5401,N,KENMORE,307,,75,HONEY LOCUST,23.9,3,72,
5402,N,KENMORE,307,,74,HONEY LOCUST,23.6,3,71,
BROKEN! NEEDS FIXING: 5420,N,KENMORE,307,,62,ASH,19.7,,0,
5427,N,KENMORE,307,,60,NORWAY MAPLE,19.1,4.5,86,
5430,N,KENMORE,307,,78,HONEY LOCUST,24.8,3,74,
5430,N,KENMORE,307,,115,SIBERIAN ELM,36.6,2,73,
5439,N,KENMORE,307,,73,HONEY LOCUST,23.2,3,70,
5440,N,KENMORE,307,,86,HONEY LOCUST,27.4,3,82,
5445,N,KENMORE,307,,61,HONEY LOCUST,19.4,3,58,
5451,N,KENMORE,307,,67,LINDEN,21.3,3,64,
5458,N,KENMORE,307,,76,HONEY LOCUST,24.2,3,73,
5506,N,KENMORE,307,,68,SUGAR MAPLE,21.7,5.5,119,
5510,N,KENMORE,307,,74,HONEY LOCUST,23.6,3,71,
5514,N,KENMORE,307,,78,HONEY LOCUST,24.8,3,74,
5516,N,KENMORE,307,,89,HONEY LOCUST,28.3,3,85,
5522,N,KENMORE,307,,71,HONEY LOCUST,22.6,3,68,
5522,N,KENMORE,307,,66,HONEY LOCUST,21.0,3,63,
5620,N,KENMORE,307,,62,HONEY LOCUST,19.7,3,59,
5620,N,KENMORE,307,,75,AMERICAN ELM,23.9,4,96,
5630,N,KENMORE,307,,60,HACKBERRY,19.1,2,38,
5630,N,KENMORE,307,,80,HACKBERRY,25.5,2,51,
5621,N,KENMORE,307,,62,GREEN ASH,19.7,4,79,
1101,W,CATALPA,307,,61,HONEY LOCUST,19.4,3,58,
1101,W,CATALPA,307,,67,HONEY LOCUST,21.3,3,64,
1104,W,CATALPA,307,,62,HONEY LOCUST,19.7,3,59,
1104,W,CATALPA,307,,65,HONEY LOCUST,20.7,3,62,
1104,W,CATALPA,307,,69,HONEY LOCUST,22.0,3,66,
1214,W,GRANVILLE,302,,82.5,NORWAY MAPLE,26,4.5,117,
1218,W,GRANVILLE,302,,57.5,AMERICAN SYCAMORE,18,4,72,
1218,W,GRANVILLE,302,,107,NORWAY MAPLE,34,4.5,153,
1221,W,GRANVILLE,302,,82,NORWAY MAPLE,26,4.5,117,
1231,W,GRANVILLE,302,,45,BLACK LOCUST,14,3.5,49,
1234,W,GRANVILLE,302,,120,BLACK OAK,38,2,76,
1236,W,GRANVILLE,302,,63,NORWAY MAPLE,20,4.5,90,
1248,W,GRANVILLE,302,,73,SILVER MAPLE,23,3,69,
1256,W,GRANVILLE,302,,137,BLACK LOCUST,44,3.5,154,
1306,W,GRANVILLE,302,,73,NORWAY MAPLE,23,4.5,104,
1310,W,GRANVILLE,302,,94,NORWAY MAPLE,30,4.5,135,
1316,W,GRANVILLE,302,,113,AMERICAN ELM,36,4,144,
1316,W,GRANVILLE,302,,73,AMERICAN SYCAMORE,23,4,92,
1335,W,GRANVILLE,302,,92,BLACK LOCUST,29,3.5,102,
1336,W,GRANVILLE,302,,83,BLACK LOCUST,26,3.5,91,
1340,W,GRANVILLE,302,,86,NORWAY MAPLE,27,4.5,122,
1341,W,GRANVILLE,302,,88,AMERICAN SYCAMORE,28,4,112,
1343,W,GRANVILLE,302,,101,NORWAY MAPLE,32,4.5,144,
1351,W,GRANVILLE,302,,96,NORTH CATALPA,31,2,62,
1352,W,GRANVILLE,302,,85,AMERICAN LINDEN,27,3,81,
1413,W,GRANVILLE,302,,87,SILVER MAPLE,28,3,84,
1419,W,GRANVILLE,302,,94,AMERICAN SYCAMORE,30,4,120,
1420,W,GRANVILLE,302,,72,NORWAY MAPLE,23,4.5,104,
1433,W,GRANVILLE,302,,84,AMERICAN SYCAMORE,27,4,108,
1436,W,GRANVILLE,302,,59,NORWAY MAPLE,19,4.5,86,
1443,W,GRANVILLE,302,,103,AMERICAN SYCAMORE,33,4,132,
1443,W,GRANVILLE,302,,98,SILVER MAPLE,31,3,93,
1444,W,GRANVILLE,302,,63,NORWAY MAPLE,20,4.5,90,
1451,W,GRANVILLE,302,,87,BLACK LOCUST,28,3.5,98,
1456,W,GRANVILLE,302,,87,SILVER MAPLE,28,3,84,
1456,W,GRANVILLE,302,,84,SILVER MAPLE,27,3,81,
1505,W,GRANVILLE,302,,72,BLACK LOCUST,23,3.5,81,
1507,W,GRANVILLE,302,,70,BLACK LOCUST,22,3.5,77,
1517,W,GRANVILLE,302,,91,BLACK LOCUST,29,3.5,102,
1541,W,GRANVILLE,302,,65,HONEY LOCUST,21,3,63,
1218,W,HOOD,302,,74,NORWAY MAPLE,24,4.5,108,
1227,W,HOOD,302,,76,SILVER MAPLE,24,3,72,
1230,W,HOOD,302,,80,AMERICAN LINDEN,25,3,75,
1234,W,HOOD,302,,84,WHITE ASH,27,5,135,
1239,W,HOOD,302,,80,AMERICAN SYCAMORE,25,4,100,
1249,W,HOOD,302,,77,AMERICAN SYCAMORE,25,4,100,
1250,W,HOOD,302,,85,AMERICAN SYCAMORE,27,4,108,
1265,W,HOOD,302,,148,EASTERN COTTONWOOD,47,2,94,
1267,W,HOOD,302,,93,SILVER MAPLE,30,3,90,
1301,W,HOOD,302,,58,AMERICAN SYCAMORE,18,4,72,
1322,W,HOOD,302,,75,SILVER MAPLE,24,3,72,
1325,W,HOOD,302,,102,AMERICAN SYCAMORE,32,4,128,
1336,W,HOOD,302,,95,SILVER MAPLE,30,3,90,
1343,W,HOOD,302,,74,BLACK LOCUST,24,3.5,84,
1347,W,HOOD,302,,97,SILVER MAPLE,31,3,93,
1347,W,HOOD,302,,92,SILVER MAPLE,29,3,87,
1350,W,HOOD,302,,75,AMERICAN SYCAMORE,24,4,96,
1415,W,HOOD,302,,84,BLACK LOCUST,27,3.5,95,
1421,W,HOOD,302,,72,SILVER MAPLE,23,3,69,
1424,W,HOOD,302,,144,SILVER MAPLE,46,3,138,
1442,W,HOOD,302,,118,SILVER MAPLE,38,3,114,
1446,W,HOOD,302,,108,BLACK LOCUST,34,3.5,119,
1454,W,HOOD,302,,83,NORWAY MAPLE,26,4.5,117,
1458,W,HOOD,302,,121,MULBERRY,39,2.3,90,
1500,W,HOOD,302,,83,AMERICAN SYCAMORE,26,4,104,
1501,W,HOOD,302,,80,NORWAY MAPLE,25,4.5,113,
1505,W,HOOD,302,,72,AMERICAN SYCAMORE,23,4,92,
1506,W,HOOD,302,,90,BLACK LOCUST,29,3.5,102,
1507,W,HOOD,302,,91,AMERICAN SYCAMORE,29,4,116,
1518,W,HOOD,302,,100,BLACK LOCUST,32,3.5,112,
1525,W,HOOD,302,,88,AMERICAN SYCAMORE,28,4,112,
1528,W,HOOD,302,,98,WHITE ASH,31,5,155,
1529,W,HOOD,302,,102,AMERICAN SYCAMORE,32,4,128,
1535,W,HOOD,302,,92,NORWAY MAPLE,29,4.5,131,
1219,W,GLENLAKE,302,,78,NORWAY MAPLE,25,4.5,113,
1224,W,GLENLAKE,302,,81,BLACK LOCUST,26,3.5,91,
1234,W,GLENLAKE,302,,104,AMERICAN SYCAMORE,33,4,132,
1249,W,GLENLAKE,302,,74,AMERICAN ELM,24,4,96,
1261,W,GLENLAKE,302,,110,SILVER MAPLE,35,3,105,
1265,W,GLENLAKE,302,,72,AMERICAN ELM,23,4,92,
1265,W,GLENLAKE,302,,72,AMERICAN SYCAMORE,23,4,92,
1309,W,GLENLAKE,302,,102,SILVER MAPLE,32,3,96,
1318,W,GLENLAKE,302,,96,BLACK LOCUST,31,3.5,109,
1324,W,GLENLAKE,302,,105,AMERICAN SYCAMORE,33,4,132,
1348,W,GLENLAKE,302,,80,AMERICAN ELM,25,4,100,
1349,W,GLENLAKE,302,,102,BLACK LOCUST,32,3.5,112,
1353,W,GLENLAKE,302,,94,AMERICAN ELM,30,4,120,
1400,W,GLENLAKE,302,,106,AMERICAN SYCAMORE,34,4,136,
1401,W,GLENLAKE,302,,69,NORWAY MAPLE,22,4.5,99,
1401,W,GLENLAKE,302,,85,SILVER MAPLE,27,3,81,
1401,W,GLENLAKE,302,,78,SILVER MAPLE,25,3,75,
1404,W,GLENLAKE,302,,114,BLACK LOCUST,36,3.5,126,
1407,W,GLENLAKE,302,,89,BLACK LOCUST,28,3.5,98,
1415,W,GLENLAKE,302,,101,BLACK LOCUST,32,3.5,112,
1417,W,GLENLAKE,302,,82,BLACK LOCUST,26,3.5,91,
1420,W,GLENLAKE,302,,160,SILVER MAPLE,51,3,153,
1424,W,GLENLAKE,302,,80,BLACK LOCUST,25,3.5,88,
1428,W,GLENLAKE,302,,90,AMERICAN SYCAMORE,29,4,116,
1429,W,GLENLAKE,302,,80,BLACK LOCUST,25,3.5,88,
1431,W,GLENLAKE,302,,83,BLACK LOCUST,26,3.5,91,
1432,W,GLENLAKE,302,,92,SILVER MAPLE,29,3,87,
1440,W,GLENLAKE,302,,90,AMERICAN SYCAMORE,29,4,116,
1441,W,GLENLAKE,302,,105,SILVER MAPLE,33,3,99,
1443,W,GLENLAKE,302,,69,SILVER MAPLE,22,3,66,
1445,W,GLENLAKE,302,,80,AMERICAN SYCAMORE,25,4,100,
1445,W,GLENLAKE,302,,73,NORWAY MAPLE,23,4.5,104,
1448,W,GLENLAKE,302,,108,SILVER MAPLE,34,3,102,
1451,W,GLENLAKE,302,,123,SILVER MAPLE,39,3,117,
1459,W,GLENLAKE,302,,84,NORWAY MAPLE,27,4.5,122,
1504,W,GLENLAKE,302,,90,AMERICAN SYCAMORE,29,4,116,
1519,W,GLENLAKE,302,,127,SILVER MAPLE,40,3,120,
1522,W,GLENLAKE,302,,88,AMERICAN SYCAMORE,28,4,112,
1529,W,GLENLAKE,302,,77,SILVER MAPLE,25,3,75,
1538,W,GLENLAKE,302,,79,AMERICAN SYCAMORE,25,4,100,
1541,W,GLENLAKE,302,,68,NORWAY MAPLE,22,4.5,99,
1221,W,NORWOOD,302,,70,NORWAY MAPLE,22,4.5,99,
1224,W,NORWOOD,302,,85,AMERICAN SYCAMORE,27,4,108,
1228,W,NORWOOD,302,,113,SILVER MAPLE,36,3,108,
1228,W,NORWOOD,302,,65,SILVER MAPLE,21,3,63,
1242,W,NORWOOD,302,,75,SILVER MAPLE,24,3,72,
1248,W,NORWOOD,302,,87,NORWAY MAPLE,28,4.5,126,
1249,W,NORWOOD,302,,68,NORWAY MAPLE,22,4.5,99,
1252,W,NORWOOD,302,,102,AMERICAN ELM,32,4,128,
1262,W,NORWOOD,302,,74,AMERICAN ELM,24,4,96,
1284,W,NORWOOD,302,,89,NORWAY MAPLE,28,4.5,126,
1300,W,NORWOOD,302,,85,AMERICAN ELM,27,4,108,
1308,W,NORWOOD,302,,73,WHITE ASH,24,5,120,
1310,W,NORWOOD,302,,119,AMERICAN ELM,38,4,152,
1316,W,NORWOOD,302,,80,NORWAY MAPLE,25,4.5,113,
1330,W,NORWOOD,302,,136,SILVER MAPLE,43,3,129,
1352,W,NORWOOD,302,,82,AMERICAN SYCAMORE,26,4,104,
1353,W,NORWOOD,302,,72,AMERICAN SYCAMORE,23,4,92,
1407,W,NORWOOD,302,,84,BLACK LOCUST,27,3.5,95,
1409,W,NORWOOD,302,,84,BLACK LOCUST,27,3.5,95,
1414,W,NORWOOD,302,,103,AMERICAN SYCAMORE,33,4,132,
1429,W,NORWOOD,302,,75,SILVER MAPLE,24,3,72,
1430,W,NORWOOD,302,,78,NORWAY MAPLE,25,4.5,113,
1435,W,NORWOOD,302,,87,SILVER MAPLE,28,3,84,
1437,W,NORWOOD,302,,80,AMERICAN SYCAMORE,25,4,100,
1443,W,NORWOOD,302,,121,SILVER MAPLE,39,3,117,
1448,W,NORWOOD,302,,108,AMERICAN SYCAMORE,34,4,136,
1455,W,NORWOOD,302,,102,AMERICAN SYCAMORE,32,4,128,
1500,W,NORWOOD,302,,108,BLACK LOCUST,34,3.5,119,
1504,W,NORWOOD,302,,82,AMERICAN SYCAMORE,26,4,104,
1509,W,NORWOOD,302,,83,SILVER MAPLE,26,3,78,
1512,W,NORWOOD,302,,110,SILVER MAPLE,35,3,105,
1519,W,NORWOOD,302,,123,SILVER MAPLE,39,3,117,
1523,W,NORWOOD,302,,82,NORWAY MAPLE,26,4.5,117,
1534,W,NORWOOD,302,,71,AMERICAN ELM,23,4,92,
1537,W,NORWOOD,302,,90,BLACK LOCUST,29,3.5,102,
1543,W,NORWOOD,302,,69,NORWAY MAPLE,22,4.5,99,
6145,N,LAKEWOOD,,,76,NORWAY MAPLE,24,4.5,108,
6157,N,LAKEWOOD,,,88,AMERICAN ELM,28,4,112,
6103,N,GLENWOOD,,,72,HONEY LOCUST,23,3,69,
6100,N,GREENVIEW,,,92,AMERICAN SYCAMORE,29,4,116,
6102,N,GREENVIEW,,,75,AMERICAN SYCAMORE,24,4,96,
6113,N,GREENVIEW,,,120,SILVER MAPLE,38,3,114,
6035,N,GREENVIEW,,,87,AMERICAN LINDEN,28,3,84,
6036,N,GREENVIEW,,,78,HONEY LOCUST,25,3,75,
6075,N,GREENVIEW,,,79,BLACK MAPLE,25,5,125,
6075,N,GREENVIEW,,,85,AMERICAN ELM,27,4,108,
6076,N,GREENVIEW,,,76,HONEY LOCUST,24,3,72,
6036,N,GLENWOOD,,,77,NORWAY MAPLE,25,4.5,113,
6036,N,GLENWOOD,,,54,LINDEN,17,3,51,
1401,W,GLENLAKE,,,98,SYCAMORE,31,4,124,SOUTH TREE ON GLENWOOD SIDE
1401,W,GLENLAKE,,,57,SYCAMORE,18,4,72,NORTH TREE ON GLENWOOD SIDE
6104,N,GLENWOOD,,,49,WHITE ASH,16,5,80,
6106,N,GLENWOOD,,,51,WHITE ASH,16,5,80,
6110,N,GLENWOOD,,,59,WHITE ASH,19,5,95,
1357,W,HOOD,,,49,NORWAY MAPLE,16,4.5,72,GLENWOOD SIDE
1401,W,HOOD,,,70,NORWAY MAPLE,22,4.5,99,GLENWOOD SIDE
1400,W,HOOD,,,110,SYCAMORE,35,4,140,GLENWOOD SIDE
6143,N,GLENWOOD,,,58,NORWAY MAPLE,18,4.5,81,
1355,W,GRANVILLE,,,61,LINDEN,19,3,57,GLENWOOD SIDE
BROKEN! NEEDS FIXING: 0,W,HIGHLAND,,,88,AMER ELM,28,4,112,SW CORNER OF GLENWOOD
BROKEN! NEEDS FIXING: 0,W,HIGHLAND,,,65,AMER ELM,20.7,4,83,SW CORNER OF GLENWOOD
1414,W,HIGHLAND,,,75,AMER SYC,23.9,4,96,
1422,W,HIGHLAND,,,113,SILVER MAPLE,36,3,108,
1428,W,HIGHLAND,,,69,SILVER MAPLE,22,3,66,
1432,W,HIGHLAND,,,81,SILVER MAPLE,25.8,3,77,
1438,W,HIGHLAND,,,113,SILVER MAPLE,36,3,108,
1442,W,HIGHLAND,,,62,NOR MAPLE,19.7,4.5,89,
1448,W,HIGHLAND,,,64,NOR MAPLE,20.4,4.5,92,
1456,W,HIGHLAND,,,94,AMER SYC,29.9,4,120,
1458,W,HIGHLAND,,,58,NOR MAPLE,18.5,4.5,83,
1500,W,HIGHLAND,,,71,HONEY LOCUST,22.6,3,68,
1502,W,HIGHLAND,,,76,SILV MAPLE,24.2,3,73,
1508,W,HIGHLAND,,,80,NOR MAPLE,25.5,4.5,115,
1510,W,HIGHLAND,,,69,AMER SYC,22,4,88,
1512,W,HIGHLAND,,,55,SILV MAPLE,17.5,3,53,
1516,W,HIGHLAND,,,65,SILV MAPLE,20.7,3,62,
1520,W,HIGHLAND,,,96,SILV MAPLE,30.6,3,92,
1526,W,HIGHLAND,,,78,AMER SYC,24.8,4,99,
1401,W,HIGHLAND,,,61,NOR MAPLE,19.4,4.5,87,
1421,W,HIGHLAND,,,93,AMER SYC,29.6,4,118,
1425,W,HIGHLAND,,,57,NOR MAPLE,18.2,4.5,82,
1427,W,HIGHLAND,,,80,HON LOCUST,25.5,3,76,
1437,W,HIGHLAND,,,70,NOR MAPLE,22.3,4.5,100,
1443,W,HIGHLAND,,,75,SILV MAPLE,23.9,3,72,
1447,W,HIGHLAND,,,54,NOR MAPLE,17.2,4.5,77,
1449,W,HIGHLAND,,,63,NOR MAPLE,20.1,4.5,90,
BROKEN! NEEDS FIXING: 0,W,HIGHLAND,,,60,NOR MAPLE,19.1,4.5,86,SE CORNER HIGHLAND & GREENVIEW
1501,W,HIGHLAND,,,57,HON LOCUST,18.2,3,54,
1519,W,HIGHLAND,,,74,SILV MAPLE,23.6,3,71,
1531,W,HIGHLAND,,,58,SILV MAPLE,18.5,3,55,
1533,W,HIGHLAND,,,54,SILV MAPLE,17.2,3,52,
1535,W,HIGHLAND,,,65,SILV MAPLE,20.7,3,62,
1539,W,HIGHLAND,,,107,SILV MAPLE,34.1,3,102,
1547,W,HIGHLAND,,,101,SILV MAPLE,32.2,3,96,
1532,W,HIGHLAND,,,62,SILV MAPLE,19.7,3,59,
1536,W,HIGHLAND,,,75,SILV MAPLE,23.9,3,72,
1540,W,HIGHLAND,,,72,AMER SYC,22.9,4,92,
1542,W,HIGHLAND,,,81,SILV MAPLE,25.8,3,77,
1550,W,HIGHLAND,,,80,SILV MAPLE,25.5,3,76,
BROKEN! NEEDS FIXING: 0,W,ROSEMONT,,,81,BASSWOOD,25.8,3,77,NW CORNER @BROADWAY
1248,W,ROSEMONT,,,77,AMER SYC,24.5,4,98,
1302,W,ROSEMONT,,,65,SIB ELM,20.7,2,41,
1306,W,ROSEMONT,,,78,AMER ELM,24.8,4,99,
1308,W,ROSEMONT,,,89,AMER ELM,28.3,4,113,
1316,W,ROSEMONT,,,73,AMER SYC,23.2,4,93,
1320,W,???,,,67,HONEY LOCUST,21.3,3,64,NE CORNER
1322,W,???,,,62,AMER SYC,19.7,4,79,NW CORNER
1324,W,ROSEMONT,,,67,AMER SYC,21.3,4,85,
1326,W,ROSEMONT,,,78,AMER SYC,24.8,4,99,
1400,W,ROSEMONT,,,75,AMER SYC,23.9,4,96,
1408,W,ROSEMONT,,,80,SILV MAPLE,25.5,3,76,
1416,W,ROSEMONT,,,79,SIB ELM,25.2,2,50,
1424,W,ROSEMONT,,,98,AMER ELM,31.2,4,125,
1426,W,ROSEMONT,,,54,LIT LINDEN,17.2,3,52,
1434,W,ROSEMONT,,,83,SILV MAPLE,26.4,3,79,
1436,W,ROSEMONT,,,66,NOR MAPLE,21,4.5,95,
1438,W,ROSEMONT,,,67,AMER SYC,21.3,4,85,
1440,W,ROSEMONT,,,97,AMER SYC,30.9,4,124,
1454,W,ROSEMONT,,,107,AMER SYC,34.1,4,136,
1500,W,ROSEMONT,,,72,NOR MAPLE,22.9,4.5,103,
1502,W,ROSEMONT,,,63,NOR MAPLE,20.1,4.5,90,
1506,W,ROSEMONT,,,91,AMER SYC,29,4,116,
1510,W,ROSEMONT,,,82,AMER SYC,26.1,4,104,
1520,W,ROSEMONT,,,86,SILV MAPLE,27.4,3,82,
1534,W,ROSEMONT,,,57,NOR MAPLE,18.2,4.5,82,
1536,W,ROSEMONT,,,69,NOR MAPLE,22,4.5,99,
1555,W,ROSEMONT,,,104,AMER ELM,33.1,4,132,
1531,W,ROSEMONT,,,82,SILV MAPLE,26.1,3,78,
1517,W,ROSEMONT,,,64,NOR MAPLE,20.4,4.5,92,
1501,W,ROSEMONT,,,102,AMER SYC,32.5,4,130,
1457,W,ROSEMONT,,,95,AMER ELM,30.3,4,121,
1453,W,ROSEMONT,,,104,SILV MAPLE,33.1,3,99,
1443,W,ROSEMONT,,,67,SILV MAPLE,21.3,3,64,
1441,W,ROSEMONT,,,91,SILV MAPLE,29,3,87,
1431,W,ROSEMONT,,,68,HON LOCUST,21.7,3,65,
1427,W,ROSEMONT,,,76,SILV MAPLE,24.2,3,73,
1421,W,ROSEMONT,,,72,SILV MAPLE,22.9,3,69,
1417,W,ROSEMONT,,,87,SILV MAPLE,27.7,3,83,
BROKEN! NEEDS FIXING: 0,W,ROSEMONT,,,82,NOR MAPLE,26.1,4.5,118,SW CORNER @ WAYNE
1401,W,ROSEMONT,,,57,HONEY LOCUST,18.2,3,54,
1311,W,ROSEMONT,,,127,SILV MAPLE,40.4,3,121,
BROKEN! NEEDS FIXING: 0,W,ROSEMONT,,,79,SILV MAPLE,25.2,3,75,1245? SE@LAKEWOOD
1243,W,ROSEMONT,,,77,SILV MAPLE,24.5,3,74,
1241,W,ROSEMONT,,,85,SILV MAPLE,27.1,3,81,
1414,W,THOME,,,70,SUG MAPLE,22.3,5.5,123,
1420,W,THOME,,,61,AMER SYC,19.4,4,78,
1424,W,THOME,,,66,NOR MAPLE,21,4.5,95,
1430,W,THOME,,,60,SILV MAPLE,19.1,3,57,
1434,W,THOME,,,99,SILV MAPLE,31.5,3,95,
1440,W,THOME,,,60,RIV BIRCH,19.1,3.5,67,
1452,W,THOME,,,71,AMER SYC,22.6,4,90,
BROKEN! NEEDS FIXING: 0,W,THOME,,,95,SILV MAPLE,30.3,3,91,NW CORNER GREENVIEW
1518,W,THOME,,,89,NO CATALPA,28.3,1.5,43,
1520,W,THOME,,,56,AMER SYC,17.8,4,71,
1522,W,THOME,,,77,AMER SYC,24.5,4,98,
1532,W,THOME,,,66,NOR MAPLE,21,4.5,95,
1536,W,THOME,,,60,NOR MAPLE,19.1,4.5,86,
1540,W,THOME,,,73,AMER SYC,23.2,4,93,
1542,W,THOME,,,97,SILV MAPLE,30.9,3,93,
BROKEN! NEEDS FIXING: 0,W,THOME,,,56,AMER ELM,17.8,4,71,SW CORNER 3RD TREE
1417,W,THOME,,,70,NOR MAPLE,22.3,4.5,100,
1423,W,THOME,,,48,BRAD PEAR,15.3,3,46,
1427,W,THOME,,,52,BRAD PEAR,16.6,3,50,
1433,W,THOME,,,70,NOR MAPLE,22.3,4.5,100,
1439,W,THOME,,,50,NOR MAPLE,15.9,4.5,72,
1441,W,THOME,,,87,SILV MAPLE,27.7,3,83,
1447,W,THOME,,,81,SILV MAPLE,25.8,3,77,
BROKEN! NEEDS FIXING: 0,W,THOME,,,63,AMER BASS,20.1,3,60,HAYT PARKING
BROKEN! NEEDS FIXING: 0,W,THOME,,,85,SIB ELM,27.1,2,54,HAYT PARKING
BROKEN! NEEDS FIXING: 0,W,THOME,,,74,SIB ELM,23.6,2,47,HAYT PARKING
BROKEN! NEEDS FIXING: 0,W,THOME,,,54,SIB ELM,17.2,2,34,HAYT PARKING
BROKEN! NEEDS FIXING: 0,W,THOME,,,73,SIB ELM,23.2,2,46,HAYT PARKING
6246,N,GREENVIEW,,,68,NOR MAPLE,21.7,4.5,97,
6258,N,GREENVIEW,,,102,SILV MAPLE,32.5,3,97,
6260,N,GREENVIEW,,,122,SILV MAPLE,38.9,3,117,
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,64,NOR MAPLE,20.4,4.5,92,SW CORNER@ROSEMONT
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,82,WHT ASH,26.1,5,131,NW CORNER@ ROSEMONT
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,84,NOR MAPE,26.8,4.5,120,SW CORNER@HIGHLAND
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,73,HON LOCUST,23.2,3,70,NW CORNER@ HIGHLAND
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,68,HON LOCUST,21.7,3,65,NW CORNER-30 N OF HIGH
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,71,HON LOCUST,22.6,3,68,NW CORNER 50' N HIGH
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,82,SILV MAPLE,26.1,3,78,W @ALLEY HIGH/DEV
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,74,SILV MAPLE,23.6,3,71,SW CORNER @ DEVON
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,64,WHT ASH,20.4,5,102,SE CORNER @DEVON
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,76,NOR MAPLE,24.2,4.5,109,NE CORNER@ROSEMONT
BROKEN! NEEDS FIXING: 0,N,GREENVIEW,,,70,HON LOUCST,22.3,3,66,SE CORNER @ ROSEMONT
